         ,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Unnamed: 14,Bathroom_Type,Latitude,Longitude,Neighborhood_Livability_Score,Cluster_ID
Posted On,2,15000,70,2 out of 5,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Common,28.68533825,77.10205348,4.4,1
Posted On,3,30000,250,1 out of 2,Super Area,Mausam Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.65834434,77.19506481,4.5,1
Posted On,2,10000,70,1 out of 5,Super Area,"Khanpur, Madangir",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,28.73219354,77.1617668,8.4,1
Posted On,1,18000,300,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,1,Contact Agent,,Attached,28.76858903,77.14123957,7.3,1
Posted On,3,30000,1800,1 out of 4,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,,Attached,28.62875164,77.18619252,9.2,1
Posted On,1,16000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,,Common,28.69920166,77.19131557,4.9,1
Posted On,3,22000,1250,2 out of 3,Super Area,Cghs apts.,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.68707346,77.13134946,4.5,1
Posted On,2,9000,480,1 out of 4,Super Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Common,28.61451773,77.1299358,6.4,1
Posted On,2,20200,84,2 out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,28.79628059,77.1180724,3.0,1
Posted On,2,19500,84,2 out of 4,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,28.72965691,77.10428519,8.0,1
Posted On,2,21000,600,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,28.70557118,77.07780388,2.6,1
Posted On,2,20000,600,Ground out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,28.62131665,77.16230462,1.0,1
Posted On,2,13000,720,2 out of 4,Super Area,Govindpuri Main,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.70265082,77.02099306,3.2,1
Posted On,2,6500,75,1 out of 1,Carpet Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,28.76050195,77.10909655,7.0,1
Posted On,3,25000,1000,1 out of 4,Super Area,"Everest Apartment, Kalkaji",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,28.72847916,77.06330364,5.7,1
Posted On,2,20000,900,2 out of 4,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,28.63849105,77.07564261,2.2,1
Posted On,2,33000,2200,1 out of 1,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Family,2,Contact Owner,,Attached,28.72403459,77.17995816,10.0,1
Posted On,3,18000,900,Ground out of 4,Carpet Area,Mayur Vihar 3,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.71578502,77.11726724,6.4,1
Posted On,1,13000,550,3 out of 3,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,En-suite,28.79573172,77.08707017,4.2,1
Posted On,2,10000,450,4 out of 5,Super Area,Palam,Delhi,Furnished,Bachelors/Family,1,Contact Owner,,Common,28.65461343,77.05408749,2.1,1
Posted On,2,10000,470,2 out of 4,Super Area,Pul Prahlad Pur,Delhi,Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.63413928,77.14419263,1.9,1
Posted On,3,23000,125,3 out of 4,Super Area,"Khirki extension, Malviya Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.69739158,77.10873082,6.2,1
Posted On,1,20000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent,,Attached,28.77415037,77.15091224,5.8,1
Posted On,4,150000,2600,2 out of 2,Carpet Area,Vasant Vihar,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,,Attached,28.77480079,77.11055515,6.4,1
Posted On,3,25000,1500,5 out of 10,Carpet Area,"DJA Apartments, Dwarka Sector 13",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,28.63887084,77.15717882,10.0,1
Posted On,2,21000,80,3 out of 4,Super Area,Dwarka Sector 17,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Standard,28.68743345,77.20065138,9.0,1
Posted On,3,30000,1100,3 out of 3,Carpet Area,Dwarka Sector 9,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.72811785,77.13849585,4.0,1
Posted On,2,22000,1000,4 out of 5,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.68236467,77.17867998,7.5,1
Posted On,2,14000,800,3 out of 5,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,28.66923391,77.03895817,8.7,1
Posted On,2,7000,50,2 out of 5,Super Area,Dwarka Sector 14,Delhi,Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.61832957,77.04757955,8.4,1
Posted On,2,18500,1000,2 out of 5,Super Area,"Kishangarh, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,En-suite,28.75324259,77.19608302,8.6,1
Posted On,1,8500,550,2 out of 3,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,,Attached,28.80262204,77.07778185,5.4,1
Posted On,1,8000,450,Ground out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,,Common,28.71557294,77.12793892,1.9,1
Posted On,2,10000,670,2 out of 4,Super Area,Ram Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.63101913,77.10025142,5.0,1
Posted On,2,15000,700,1 out of 3,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.70047602,77.15360199,9.9,1
Posted On,3,37000,125,3 out of 4,Super Area,"Vikram Vihar, Lajpat Nagar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,,Attached,28.74095942,77.18558716,7.5,1
Posted On,3,90000,1872,1 out of 5,Super Area,Greater Kailash 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,28.79398244,77.08669713,2.5,1
Posted On,2,12000,650,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,,Attached,28.65661869,77.14577391,7.3,1
Posted On,2,13000,550,1 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent,,En-suite,28.69021581,77.09484724,5.6,1
Posted On,2,22000,84,Ground out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,28.78457093,77.09698498,8.7,1
Posted On,1,4000,90,Ground out of 2,Super Area,Gopalpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,28.75807307,77.11951682,3.7,1
Posted On,2,12000,1000,1 out of 4,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,28.63830182,77.04633249,5.4,1
Posted On,1,9000,65,3 out of 4,Super Area,Lado Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,28.76751126,77.06378077,4.3,1
Posted On,2,14000,75,2 out of 4,Super Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Standard,28.69510905,77.05080953,1.8,1
Posted On,1,15000,250,Ground out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors,1,Contact Agent,,Attached,28.67189812,77.17221105,5.9,1
Posted On,2,12500,900,3 out of 4,Super Area,Surya Apartment pocket a11,Delhi,Unfurnished,Bachelors,2,Contact Owner,,Attached,28.70370422,77.05914448,9.4,1
Posted On,3,30000,900,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,3,Contact Agent,,Standard,28.64894322,77.04739002,4.1,1
Posted On,2,9500,650,Ground out of 3,Super Area,Mayur Vihar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,28.79028257,77.07103653,4.4,1
Posted On,2,15000,900,4 out of 5,Super Area,Bhagwati Garden,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Common,28.7501605,77.02606916,2.6,1
Posted On,1,12000,800,3 out of 5,Super Area,Rohini Sector 3,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,En-suite,28.73982587,77.14058971,5.5,1
Posted On,1,8000,410,2 out of 4,Carpet Area,Dwarka Sector 23B,Delhi,Unfurnished,Bachelors,1,Contact Owner,,Attached,28.78189365,77.19418147,2.9,1
Posted On,3,70000,1500,2 out of 3,Super Area,Rajouri Garden,Delhi,Furnished,Bachelors/Family,3,Contact Owner,,Common,28.61288215,77.13218646,5.1,1
Posted On,4,250000,2800,2 out of 3,Carpet Area,Safdarjung Enclave,Delhi,Unfurnished,Bachelors/Family,4,Contact Owner,,Common,28.68940921,77.03472587,6.5,1
Posted On,3,31500,1800,2 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,En-suite,28.76689826,77.10178837,7.8,1
Posted On,2,30000,1400,Ground out of 4,Carpet Area,"Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,En-suite,28.68105368,77.08229117,1.3,1
Posted On,3,60000,1600,3 out of 4,Super Area,Greater Kailash,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Attached,28.6697435,77.07178452,2.9,1
Posted On,3,35000,1200,3 out of 4,Carpet Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,Common,28.75061939,77.05838326,8.0,1
Posted On,3,55000,1150,2 out of 4,Carpet Area,"Vikram Vihar, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,,Attached,28.66475348,77.06265418,1.6,1
Posted On,2,20000,110,Ground out of 2,Super Area,Karawal Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Common,28.63886648,77.17833084,7.0,1
Posted On,1,6500,300,3 out of 3,Super Area,"Tagore Garden, Rajouri Garden, Najafgarh Road",Delhi,Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.7743922,77.15136076,4.0,1
Posted On,2,17000,750,1 out of 4,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,28.73725067,77.15717855,5.3,1
Posted On,1,9300,450,1 out of 4,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,,Attached,28.74460419,77.12459289,5.7,1
Posted On,2,7500,410,2 out of 4,Super Area,Ghitorni,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,28.65820238,77.13531181,1.4,1
Posted On,2,20000,800,2 out of 5,Super Area,Janakpuri,Delhi,Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.64278969,77.18047223,2.1,1
Posted On,3,18000,120,4 out of 5,Super Area,Bhalswa,Delhi,Furnished,Bachelors/Family,3,Contact Owner,,Attached,28.79435773,77.16408493,7.2,1
Posted On,1,15000,650,2 out of 4,Carpet Area,Saket,Delhi,Furnished,Bachelors,1,Contact Agent,,Attached,28.60928326,77.17009263,5.8,1
Posted On,2,13000,400,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,,En-suite,28.73806913,77.08143367,5.1,1
Posted On,2,20000,810,3 out of 3,Super Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.62419872,77.10587995,1.9,1
Posted On,3,12000,700,1 out of 3,Super Area,"Indraprastha Extension, Patparganj",Delhi,Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.73662816,77.10904144,7.6,1
Posted On,2,40000,1125,Ground out of 2,Super Area,Krishna Park,Delhi,Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.68888488,77.03259943,6.6,1
Posted On,2,8000,600,4 out of 5,Super Area,Rohini Sector 7,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,28.76699883,77.01532797,3.2,1
Posted On,3,95000,1300,1 out of 4,Carpet Area,South Extension 1,Delhi,Furnished,Bachelors,3,Contact Agent,,Attached,28.69078273,77.0286078,3.8,1
Posted On,3,68000,1450,2 out of 4,Carpet Area,Lajpat Nagar 3,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Common,28.69175989,77.17464072,3.8,1
Posted On,3,18000,110,1 out of 5,Super Area,Tri Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,28.63547992,77.07510178,3.8,1
Posted On,4,130000,3500,1 out of 3,Carpet Area,Anand Niketan,Delhi,Semi-Furnished,Bachelors,6,Contact Agent,,Standard,28.75177717,77.0986336,9.0,1
Posted On,4,150000,4000,3 out of 3,Carpet Area,West End,Delhi,Semi-Furnished,Bachelors,7,Contact Agent,,Attached,28.68766861,77.15330027,6.7,1
Posted On,3,75000,2500,1 out of 3,Carpet Area,Sarvodaya Enclave,Delhi,Semi-Furnished,Bachelors,4,Contact Agent,,Attached,28.72363876,77.03225727,6.1,1
Posted On,4,110000,3000,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,5,Contact Agent,,Standard,28.65793267,77.04232589,5.4,1
Posted On,4,150000,3500,3 out of 3,Carpet Area,Vasant Vihar,Delhi,Semi-Furnished,Bachelors,6,Contact Agent,,Standard,28.66927223,77.1626274,3.3,1
Posted On,1,10000,240,4 out of 5,Super Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,,Attached,28.60954366,77.00818707,4.3,1
Posted On,3,24000,1250,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent,,Attached,28.63367626,77.13214747,3.8,1
Posted On,3,28000,1000,2 out of 5,Super Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.66565933,77.15537321,7.8,1
Posted On,3,28000,900,2 out of 4,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",Delhi,Unfurnished,Bachelors,2,Contact Owner,,Attached,28.77211442,77.14050728,6.6,1
Posted On,2,18000,900,Ground out of 4,Carpet Area,Jhilmil Colony,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,28.64864453,77.00962507,9.3,1
Posted On,3,27000,1250,3 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,,Attached,28.76754638,77.07778609,7.1,1
Posted On,2,17000,650,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,28.76316749,77.08488691,4.3,1
Posted On,3,350000,3200,1 out of 2,Super Area,Sundar Nagar,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,,En-suite,28.77191774,77.15739145,6.9,1
Posted On,2,25000,900,2 out of 3,Super Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.78272945,77.1426924,1.7,1
Posted On,3,16500,1250,2 out of 4,Carpet Area,Chattarpur Extension,Delhi,Unfurnished,Bachelors,2,Contact Agent,,Attached,28.64707292,77.18811749,3.9,1
Posted On,2,14000,60,3 out of 3,Carpet Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,,Attached,28.77356531,77.01308713,9.3,1
Posted On,2,18000,90,3 out of 4,Super Area,Mahaveer Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,,Standard,28.70957503,77.16068277,5.2,1
Posted On,2,10000,55,3 out of 4,Super Area,Peera Garhi,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,28.60689413,77.10833439,10.0,1
Posted On,2,10000,50,1 out of 2,Super Area,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Standard,28.68832469,77.00949293,5.2,1
Posted On,4,100000,400,Ground out of 4,Carpet Area,Sarvodaya Enclave,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent,,Common,28.61646882,77.14913155,2.8,1
Posted On,2,25000,680,2 out of 4,Carpet Area,Pitampura,Delhi,Furnished,Bachelors,1,Contact Agent,,Common,28.69036697,77.10313274,9.3,1
Posted On,2,22999,756,2 out of 4,Carpet Area,Paschim Vihar Block A3,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,En-suite,28.70013736,77.07146542,1.4,1
Posted On,2,6000,500,2 out of 3,Super Area,Jaitpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,En-suite,28.69040389,77.0917947,9.7,1
Posted On,2,40000,900,Ground out of 3,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.79839161,77.06950297,6.6,1
Posted On,3,250000,2000,3 out of 6,Super Area,Defence Colony,Delhi,Furnished,Bachelors/Family,3,Contact Owner,,Standard,28.62566383,77.05935744,5.4,1
Posted On,1,13000,40,3 out of 3,Carpet Area,Shalimar bagh,Delhi,Furnished,Bachelors/Family,1,Contact Agent,,Common,28.66074148,77.12483061,3.7,1
Posted On,1,14000,100,3 out of 3,Super Area,Chittaranjan Park,Delhi,Furnished,Bachelors/Family,1,Contact Agent,,Common,28.7760678,77.18587362,6.1,1
Posted On,2,20000,950,2 out of 3,Carpet Area,"Geeta Colony PRWS Block 3 And 7, Rajgarh Colony",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Standard,28.61950529,77.17917957,7.1,1
Posted On,1,5500,200,1 out of 4,Carpet Area,Sultanpur,Delhi,Furnished,Bachelors,1,Contact Owner,,Attached,28.79730875,77.06184622,3.3,1
Posted On,2,32000,900,Ground out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Agent,,Attached,28.72634926,77.19462174,8.0,1
Posted On,2,8000,750,1 out of 4,Super Area,Mehrauli,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Common,28.79681286,77.031691,2.0,1
Posted On,3,25000,1400,3 out of 4,Carpet Area,Palam Extension,Delhi,Unfurnished,Family,3,Contact Agent,,Common,28.64244867,77.17191656,8.4,1
Posted On,2,28000,100,2 out of 4,Carpet Area,Shalimar bagh,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,28.70260379,77.09879003,9.0,1
Posted On,2,22000,100,1 out of 2,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Common,28.78873742,77.0853068,3.5,1
Posted On,1,21000,100,Ground out of 1,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,,Attached,28.61020992,77.13070622,3.3,1
Posted On,2,30000,1000,2 out of 4,Super Area,"DDA Flats Sector E Pocket 1, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,28.67633513,77.077621,4.5,1
Posted On,1,12000,400,2 out of 4,Carpet Area,Lajpat Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,,En-suite,28.7596065,77.14313383,9.2,1
Posted On,1,15000,70,2 out of 3,Super Area,DS 19,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,28.77892143,77.16239186,4.4,1
Posted On,1,18000,450,Ground,Carpet Area,"DDA Flat AD Block, Shalimar Bagh AD Block",Delhi,Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.73146634,77.15438786,7.7,1
Posted On,2,18000,900,3 out of 4,Carpet Area,"Acharya Niketan, Mayur Vihar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,28.65628204,77.01862231,3.9,1
Posted On,1,10000,42,Ground out of 3,Super Area,Dwarka Sector 23,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.65018813,77.09761711,7.7,1
Posted On,1,16000,400,2 out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Agent,,Attached,28.76945124,77.15643472,3.8,1
Posted On,2,20000,900,3 out of 3,Carpet Area,Amarpali Apartment,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,,En-suite,28.62376726,77.1057258,1.6,1
Posted On,4,28000,1500,2 out of 4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,28.62284168,77.1485563,2.3,1
Posted On,1,7000,70,1 out of 4,Super Area,Palam,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.79105683,77.20033028,3.6,1
Posted On,2,30000,450,Ground out of 1,Carpet Area,Sethi floor nihal vihar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.78174533,77.18112963,8.6,1
Posted On,2,15000,900,Ground out of 4,Carpet Area,Hari Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,28.69261864,77.00705275,7.7,1
Posted On,1,8000,500,1 out of 5,Carpet Area,Main Ghitorni,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Standard,28.69424534,77.11382845,2.8,1
Posted On,1,9000,400,2 out of 3,Carpet Area,Pitampura,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,,Common,28.72116325,77.04194768,6.0,1
Posted On,3,33500,150,2 out of 4,Carpet Area,Paschim Vihar Block A3,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,28.64965134,77.13938542,4.3,1
Posted On,1,9500,450,1 out of 3,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,En-suite,28.65296514,77.02918054,6.4,1
Posted On,2,10000,540,1 out of 4,Super Area,"Baljit Nagar, Patel Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,28.80013972,77.2010543,6.1,1
Posted On,1,20000,400,3 out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Agent,,Attached,28.75456154,77.16091611,1.8,1
Posted On,1,10000,450,2 out of 4,Carpet Area,"Chhattarpur Enclave Phase1, Chhattarpur",Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,,Attached,28.78950338,77.10574951,2.3,1
Posted On,1,15000,700,4 out of 5,Super Area,DS 19,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,28.76290614,77.10279102,4.2,1
Posted On,3,55000,1450,Ground out of 4,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors,2,Contact Agent,,Standard,28.66491825,77.18981728,5.8,1
Posted On,2,20000,1000,2 out of 4,Carpet Area,Patparganj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,En-suite,28.64714101,77.16398742,8.9,1
Posted On,2,16000,550,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,,Attached,28.74412416,77.09006414,5.8,1
Posted On,2,23000,900,2 out of 3,Carpet Area,"DDA Flats Block B3, Keshav Puram, Tri Nagar",Delhi,Furnished,Bachelors/Family,2,Contact Owner,,Standard,28.77553624,77.08012153,9.3,1
Posted On,3,150000,300,2 out of 2,Super Area,Panchsheel Park,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,,Attached,28.67887704,77.15111958,7.5,1
Posted On,2,25000,1100,Ground out of 3,Super Area,New Delhi,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,28.67083425,77.04016466,2.8,1
Posted On,1,9000,600,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,,Attached,28.716573,77.05999602,6.4,1
Posted On,1,11000,450,3 out of 4,Super Area,"Manak Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,1,Contact Owner,,Attached,28.73780573,77.0225513,1.4,1
Posted On,2,11500,550,2 out of 4,Carpet Area,Mayur Vihar 1,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,,En-suite,28.64547177,77.03859495,9.9,1
Posted On,3,16000,1000,1 out of 4,Super Area,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,,Common,28.64811176,77.170916,2.4,1
Posted On,3,23000,1250,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent,,Attached,28.71771263,77.12595629,8.9,1
Posted On,4,30000,1950,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,,Attached,28.75019834,77.03902852,6.8,1
Posted On,3,110000,1750,4 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,4,Contact Agent,,Attached,28.6856685,77.09620561,7.2,1
Posted On,1,3500,25,3 out of 4,Super Area,Burari,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,28.66136264,77.0650612,8.1,1
Posted On,2,12100,700,3 out of 4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1,Contact Agent,,Attached,28.68237463,77.16196489,2.4,1
Posted On,2,19000,1800,1 out of 2,Carpet Area,"Naveen Shahdara, Shahdara",Delhi,Unfurnished,Bachelors,1,Contact Owner,,Attached,28.76685407,77.18344966,5.5,1
Posted On,2,40000,1000,3 out of 3,Super Area,Greater Kailash 2,Delhi,Furnished,Bachelors/Family,2,Contact Owner,,Attached,28.6468639,77.02855796,6.9,1
Posted On,2,8000,200,2 out of 3,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,28.78071017,77.14704168,6.1,1
Posted On,3,42000,1700,2 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,,Attached,28.65525297,77.09167683,7.3,1
Posted On,3,13000,70,Ground out of 4,Super Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Common,28.62646595,77.03414157,3.3,1
Posted On,3,44000,1700,3 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,,Common,28.74896989,77.05816705,6.5,1
Posted On,1,11000,450,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,,Common,28.6815193,77.01310999,8.6,1
Posted On,3,40000,1350,2 out of 3,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,,Attached,28.68522274,77.13591484,10.0,1
Posted On,4,150000,2550,3 out of 4,Super Area,Greater Kailash 1,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,,Attached,28.65906333,77.16060232,6.1,1
Posted On,2,13000,650,2 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,28.76665918,77.13876117,7.9,1
Posted On,2,17500,650,2 out of 4,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,,Attached,28.66467967,77.10674816,9.9,1
Posted On,3,14500,1250,1 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,,Attached,28.72414394,77.07821731,7.3,1
